title,keywords,keywordWeights
Holy_Roman_Empire,emperors,0.143
Homer,homer,0.815
Homer,poems,0.219
Homer,odyssey,0.218
Homer,poetry,0.155
Homer,epic,0.15
Homer,poet,0.12
Homer,oral,0.111
Homer,bc,0.091
Homer,greek,0.083
Homer,century,0.077
Homestar_Runner,runner,0.509
Homestar_Runner,bad,0.391
Homestar_Runner,strong,0.284
Homestar_Runner,cartoons,0.26
Homestar_Runner,cartoon,0.237
Homestar_Runner,characters,0.211
Homestar_Runner,parody,0.136
Homestar_Runner,game,0.135
Homestar_Runner,games,0.124
Homestar_Runner,site,0.11
Homo_floresiensis,lb,0.479
Homo_floresiensis,homo,0.393
Homo_floresiensis,species,0.276
Homo_floresiensis,brain,0.204
Homo_floresiensis,skeleton,0.167
Homo_floresiensis,skull,0.156
Homo_floresiensis,specimens,0.156
Homo_floresiensis,dna,0.129
Homo_floresiensis,features,0.128
Homo_floresiensis,cave,0.114
Honduras,honduras,0.9
Honduras,salvador,0.145
Honduras,el,0.125
Honduras,president,0.059
Honduras,country,0.056
Honduras,la,0.056
Honduras,coast,0.054
Honduras,caribbean,0.051
Honduras,de,0.049
Honduras,spanish,0.046
Honey,honey,0.957
Honey,bees,0.185
Honey,peroxide,0.061
Honey,sugar,0.051
Honey,pollen,0.047
Honey,hydrogen,0.036
Honey,zealand,0.036
Honey,toxic,0.033
Honey,flowers,0.033
Honey,infants,0.031
Honey_bee,honey,0.578
Honey_bee,bees,0.505
Honey_bee,bee,0.371
Honey_bee,species,0.277
Honey_bee,pollen,0.17
Honey_bee,workers,0.103
Honey_bee,queen,0.099
Honey_bee,nests,0.097
Honey_bee,genus,0.084
Honey_bee,nest,0.076
Hong_Kong,hong,0.695
Hong_Kong,kong,0.671
Hong_Kong,prc,0.069
Hong_Kong,china,0.066
Hong_Kong,chinese,0.056
Hong_Kong,mainland,0.039
Hong_Kong,british,0.037
Hong_Kong,government,0.035
Hong_Kong,world,0.032
Hong_Kong,airport,0.032
Hoover_Dam,dam,0.774
Hoover_Dam,hoover,0.438
Hoover_Dam,concrete,0.191
Hoover_Dam,tunnels,0.153
Hoover_Dam,canyon,0.143
Hoover_Dam,construction,0.105
Hoover_Dam,downstream,0.102
Hoover_Dam,colorado,0.101
Hoover_Dam,river,0.09
Hoover_Dam,project,0.078
Hopman_Cup,cup,0.453
Hopman_Cup,tournament,0.297
Hopman_Cup,tennis,0.279
Hopman_Cup,team,0.203
Hopman_Cup,teams,0.201
Hopman_Cup,slovakia,0.199
Hopman_Cup,usa,0.193
Hopman_Cup,player,0.177
Hopman_Cup,singles,0.155
Hopman_Cup,switzerland,0.154
Horatio_Nelson%2C_1st_Viscount_Nelson,nelson,0.909
Horatio_Nelson%2C_1st_Viscount_Nelson,trafalgar,0.149
Horatio_Nelson%2C_1st_Viscount_Nelson,battle,0.125
Horatio_Nelson%2C_1st_Viscount_Nelson,victory,0.092
Horatio_Nelson%2C_1st_Viscount_Nelson,admiral,0.092
Horatio_Nelson%2C_1st_Viscount_Nelson,nile,0.085
Horatio_Nelson%2C_1st_Viscount_Nelson,signal,0.059
Horatio_Nelson%2C_1st_Viscount_Nelson,fleet,0.057
Horatio_Nelson%2C_1st_Viscount_Nelson,hamilton,0.054
Horatio_Nelson%2C_1st_Viscount_Nelson,duty,0.053
Horn_of_Africa,horn,0.646
Horn_of_Africa,africa,0.293
Horn_of_Africa,somalia,0.29
Horn_of_Africa,somali,0.276
Horn_of_Africa,ethiopia,0.215
Horn_of_Africa,region,0.182
Horn_of_Africa,endemic,0.152
Horn_of_Africa,djibouti,0.146
Horn_of_Africa,eritrea,0.116
Horn_of_Africa,zebra,0.098
Horse,horse,0.643
Horse,horses,0.625
Horse,breeds,0.168
Horse,riding,0.105
Horse,rider,0.084
Horse,sleep,0.081
Horse,bones,0.081
Horse,breed,0.076
Horse,wild,0.075
Horse,racing,0.067
Hot_air_balloon,balloon,0.695
Hot_air_balloon,balloons,0.44
Hot_air_balloon,air,0.251
Hot_air_balloon,envelope,0.249
Hot_air_balloon,hot,0.248
Hot_air_balloon,flight,0.147
Hot_air_balloon,fabric,0.112
Hot_air_balloon,basket,0.104
Hot_air_balloon,pilot,0.091
Hot_air_balloon,pilots,0.073
House,house,0.663
House,houses,0.482
House,room,0.128
House,construction,0.127
House,may,0.122
House,detached,0.099
House,living,0.092
House,animals,0.091
House,home,0.083
House,garage,0.073
House_Martin,martin,0.484
House_Martin,swallow,0.303
House_Martin,nest,0.303
House_Martin,house,0.291
House_Martin,nesting,0.197
House_Martin,cliff,0.192
House_Martin,bird,0.187
House_Martin,white,0.164
House_Martin,sparrow,0.158
House_Martin,flight,0.137
House_Sparrow,sparrow,0.699
House_Sparrow,house,0.33
House_Sparrow,nesting,0.161
House_Sparrow,nests,0.16
House_Sparrow,eggs,0.15
House_Sparrow,birds,0.15
House_Sparrow,bird,0.138
House_Sparrow,species,0.116
House_Sparrow,brown,0.098
House_Sparrow,grey,0.095
House_of_Lords,lords,0.748
House_of_Lords,house,0.422
House_of_Lords,peers,0.201
House_of_Lords,lord,0.139
House_of_Lords,hereditary,0.135
House_of_Lords,commons,0.135
House_of_Lords,committees,0.111
House_of_Lords,parliament,0.094
House_of_Lords,speaker,0.092
House_of_Lords,judicial,0.086
Household_income_in_the_United_States,income,0.604
Household_income_in_the_United_States,household,0.444
Household_income_in_the_United_States,households,0.41
Household_income_in_the_United_States,median,0.402
Household_income_in_the_United_States,top,0.078
Household_income_in_the_United_States,graph,0.078
Household_income_in_the_United_States,bureau,0.07
Household_income_in_the_United_States,degree,0.068
Household_income_in_the_United_States,headed,0.063
Household_income_in_the_United_States,lowest,0.062
Houston%2C_Texas,houston,0.901
Houston%2C_Texas,city,0.187
Houston%2C_Texas,texas,0.16
Houston%2C_Texas,downtown,0.115
Houston%2C_Texas,percent,0.106
Houston%2C_Texas,centre,0.061
Houston%2C_Texas,largest,0.06
Houston%2C_Texas,district,0.054
Houston%2C_Texas,area,0.045
Houston%2C_Texas,county,0.044
Hovercraft,craft,0.458
Hovercraft,sr,0.422
Hovercraft,air,0.295
Hovercraft,vehicle,0.165
Hovercraft,passengers,0.144
Hovercraft,uk,0.131
Hovercraft,engines,0.129
Hovercraft,speed,0.121
Hovercraft,carrying,0.119
Hovercraft,navy,0.117
Howards_End,margaret,0.534
Howards_End,helen,0.416
Howards_End,henry,0.369
Howards_End,ruth,0.188
Howards_End,end,0.14
Howards_End,try,0.116
Howards_End,novel,0.112
Howards_End,affair,0.105
Howards_End,house,0.095
Howards_End,leonard,0.085
Howland_Island,island,0.588
Howland_Island,wildlife,0.219
Howland_Island,atoll,0.212
Howland_Island,islands,0.147
Howland_Island,colonists,0.142
Howland_Island,ruins,0.127
Howland_Island,landing,0.115
Howland_Island,refuge,0.097
Howland_Island,radio,0.091
Howland_Island,air,0.086
Hrafnkels_saga,saga,0.814
Hrafnkels_saga,icelandic,0.209
Hrafnkels_saga,iceland,0.146
Hrafnkels_saga,oral,0.126
Hrafnkels_saga,story,0.106
Hrafnkels_saga,text,0.103
Hrafnkels_saga,norse,0.094
Hrafnkels_saga,manuscripts,0.092
Hrafnkels_saga,horse,0.081
Hrafnkels_saga,pp,0.077
Hubbard_Glacier,glacier,0.89
Hubbard_Glacier,ice,0.172
Hubbard_Glacier,dam,0.126
Hubbard_Glacier,russell,0.116
Hubbard_Glacier,bay,0.114
Hubbard_Glacier,alaska,0.082
Hubbard_Glacier,sea,0.08
Hubbard_Glacier,level,0.075
Hubbard_Glacier,terminal,0.074
Hubbard_Glacier,advance,0.062
Hubble%27s_law,hubble,0.686
Hubble%27s_law,universe,0.459
Hubble%27s_law,value,0.143
Hubble%27s_law,bang,0.137
Hubble%27s_law,galaxy,0.13
Hubble%27s_law,constant,0.119
Hubble%27s_law,redshift,0.119
Hubble%27s_law,galaxies,0.115
Hubble%27s_law,age,0.104
Hubble%27s_law,metric,0.094
Hubble_Deep_Field,galaxies,0.551
Hubble_Deep_Field,hubble,0.367
Hubble_Deep_Field,images,0.228
Hubble_Deep_Field,nm,0.222
Hubble_Deep_Field,observations,0.218
Hubble_Deep_Field,distant,0.206
Hubble_Deep_Field,telescope,0.162
Hubble_Deep_Field,field,0.16
Hubble_Deep_Field,filters,0.139
Hubble_Deep_Field,image,0.13
Hubble_Space_Telescope,hubble,0.607
Hubble_Space_Telescope,telescope,0.526
Hubble_Space_Telescope,space,0.187
Hubble_Space_Telescope,mission,0.174
Hubble_Space_Telescope,nasa,0.166
Hubble_Space_Telescope,mirror,0.158
Hubble_Space_Telescope,astronomers,0.128
Hubble_Space_Telescope,shuttle,0.112
Hubble_Space_Telescope,orbit,0.108
Hubble_Space_Telescope,observations,0.095
Hudson_Bay,hudson,0.658
Hudson_Bay,bay,0.6
Hudson_Bay,ice,0.127
Hudson_Bay,posts,0.11
Hudson_Bay,canada,0.096
Hudson_Bay,quebec,0.095
Hudson_Bay,coast,0.09
Hudson_Bay,ocean,0.071
Hudson_Bay,area,0.07
Hudson_Bay,shores,0.068
Hugo_Wolf,wolf,0.875
Hugo_Wolf,music,0.129
Hugo_Wolf,vienna,0.12
Hugo_Wolf,musical,0.105
Hugo_Wolf,wagner,0.103
Hugo_Wolf,works,0.097
Hugo_Wolf,composer,0.096
Hugo_Wolf,songs,0.085
Hugo_Wolf,hugo,0.077
Hugo_Wolf,goethe,0.071
Human,humans,0.489
Human,human,0.415
Human,homo,0.212
Human,brain,0.172
Human,psychology,0.137
Human,social,0.099
Human,emotion,0.099
Human,species,0.091
Human,philosophy,0.076
Human,population,0.072
Human_abdomen,abdomen,0.703
Human_abdomen,muscle,0.251
Human_abdomen,organs,0.23
Human_abdomen,alba,0.191
Human_abdomen,lower,0.159
Human_abdomen,lateral,0.143
Human_abdomen,upper,0.116
Human_abdomen,muscles,0.115
Human_abdomen,corresponds,0.108
Human_abdomen,wall,0.106
Human_dignity,dignity,0.708
Human_dignity,human,0.42
Human_dignity,beings,0.174
Human_dignity,declared,0.155
Human_dignity,german,0.139
Human_dignity,idea,0.11
Human_dignity,absolute,0.102
Human_dignity,grounds,0.097
Human_dignity,principle,0.095
Human_dignity,constitution,0.091
Human_rights,rights,0.845
Human_rights,human,0.372
Human_rights,declaration,0.145
Human_rights,universal,0.068
Human_rights,law,0.067
Human_rights,international,0.064
Human_rights,right,0.059
Human_rights,moral,0.055
Human_rights,legal,0.051
Human_rights,natural,0.047
Humanism,humanism,0.923
Humanism,secular,0.122
Humanism,human,0.097
Humanism,religious,0.094
Humanism,renaissance,0.085
Humanism,liberal,0.077
Humanism,beliefs,0.071
Humanism,potter,0.069
Humanism,supernatural,0.064
Humanism,morality,0.062
Humanities,humanities,0.801
Humanities,arts,0.235
Humanities,art,0.166
Humanities,dance,0.157
Humanities,literature,0.131
Humanities,study,0.104
Humanities,music,0.099
Humanities,performing,0.089
Humanities,language,0.084
Humanities,classics,0.069
Humbert_Roque_Versace,medal,0.349
Humbert_Roque_Versace,vietnam,0.316
Humbert_Roque_Versace,captain,0.282
Humbert_Roque_Versace,honour,0.235
Humbert_Roque_Versace,prisoners,0.216
Humbert_Roque_Versace,army,0.153
Humbert_Roque_Versace,awarded,0.153
Humbert_Roque_Versace,virginia,0.127
Humbert_Roque_Versace,vietnamese,0.124
Humbert_Roque_Versace,prisoner,0.116
Humour,humour,0.901
Humour,humorous,0.106
Humour,lawyer,0.099
Humour,comedy,0.088
Humour,surprise,0.073
Humour,expectations,0.07
Humour,joke,0.069
Humour,unexpected,0.066
Humour,audience,0.064
Humour,situation,0.062
Humpback_Whale,whale,0.753
Humpback_Whale,whales,0.451
Humpback_Whale,species,0.168
Humpback_Whale,fish,0.097
Humpback_Whale,song,0.085
Humpback_Whale,humphrey,0.076
Humpback_Whale,bubble,0.073
Humpback_Whale,feeding,0.069
Humpback_Whale,probe,0.069
Humpback_Whale,bay,0.066
Humphry_Davy,davy,0.908
Humphry_Davy,faraday,0.158
Humphry_Davy,sir,0.11
Humphry_Davy,cornwall,0.092
Humphry_Davy,acids,0.08
Humphry_Davy,chlorine,0.08
Humphry_Davy,jew,0.077
Humphry_Davy,salts,0.07
Humphry_Davy,hull,0.057
Humphry_Davy,geneva,0.054
Humus,soil,0.52
Humus,organic,0.368
Humus,nutrients,0.248
Humus,plant,0.211
Humus,stable,0.196
Humus,acids,0.189
Humus,structure,0.143
Humus,sugars,0.143
Humus,substance,0.137
Humus,proteins,0.121
Hundred_Years%27_War,french,0.353
Hundred_Years%27_War,war,0.276
Hundred_Years%27_War,france,0.258
Hundred_Years%27_War,edward,0.252
Hundred_Years%27_War,battle,0.237
Hundred_Years%27_War,philip,0.211
Hundred_Years%27_War,england,0.191
Hundred_Years%27_War,army,0.176
Hundred_Years%27_War,charles,0.17
Hundred_Years%27_War,joan,0.167
Hungary,hungary,0.768
Hungary,hungarian,0.472
Hungary,roma,0.14
Hungary,romania,0.07
Hungary,republic,0.062
Hungary,counties,0.061
Hungary,ottoman,0.06
Hungary,flag,0.059
Hungary,empire,0.059
Hungary,budapest,0.055
Hunger,hunger,0.805
Hunger,feeling,0.338
Hunger,meal,0.117
Hunger,stomach,0.115
Hunger,liver,0.113
Hunger,carl,0.098
Hunger,von,0.089
Hunger,painting,0.088
Hunger,increases,0.087
Hunger,agreed,0.072
Huntington%27s_disease,hd,0.764
Huntington%27s_disease,disease,0.331
Huntington%27s_disease,symptoms,0.232
Huntington%27s_disease,gene,0.177
Huntington%27s_disease,onset,0.118
Huntington%27s_disease,cell,0.107
Huntington%27s_disease,trials,0.078
Huntington%27s_disease,genetic,0.071
Huntington%27s_disease,cognitive,0.067
Huntington%27s_disease,mice,0.065
Hurricane_Alex_%282004%29,hurricane,0.571
Hurricane_Alex_%282004%29,alex,0.57
Hurricane_Alex_%282004%29,storm,0.258
Hurricane_Alex_%282004%29,carolina,0.167
Hurricane_Alex_%282004%29,outer,0.154
Hurricane_Alex_%282004%29,banks,0.147
Hurricane_Alex_%282004%29,season,0.097
Hurricane_Alex_%282004%29,north,0.095
Hurricane_Alex_%282004%29,category,0.093
Hurricane_Alex_%282004%29,km,0.093
Hurricane_Andrew,andrew,0.454
Hurricane_Andrew,hurricane,0.422
Hurricane_Andrew,florida,0.364
Hurricane_Andrew,storm,0.242
Hurricane_Andrew,mph,0.22
Hurricane_Andrew,hpa,0.192
Hurricane_Andrew,mbar,0.19
Hurricane_Andrew,louisiana,0.186
Hurricane_Andrew,landfall,0.175
Hurricane_Andrew,winds,0.147
Hurricane_Camille,camille,0.667
Hurricane_Camille,hurricane,0.315
Hurricane_Camille,mbar,0.267
Hurricane_Camille,hpa,0.239
Hurricane_Camille,storm,0.224
Hurricane_Camille,mississippi,0.172
Hurricane_Camille,landfall,0.147
Hurricane_Camille,katrina,0.141
Hurricane_Camille,richelieu,0.125
Hurricane_Camille,usd,0.123
Hurricane_Charley,charley,0.623
Hurricane_Charley,hurricane,0.571
Hurricane_Charley,landfall,0.206
Hurricane_Charley,florida,0.168
Hurricane_Charley,mph,0.166
Hurricane_Charley,storm,0.158
Hurricane_Charley,damage,0.127
Hurricane_Charley,winds,0.091
Hurricane_Charley,charlotte,0.088
Hurricane_Charley,km,0.088
Hurricane_Danny_%281997%29,danny,0.643
Hurricane_Danny_%281997%29,storm,0.344
Hurricane_Danny_%281997%29,hurricane,0.342
Hurricane_Danny_%281997%29,tropical,0.221
Hurricane_Danny_%281997%29,alabama,0.172
Hurricane_Danny_%281997%29,rainfall,0.145
Hurricane_Danny_%281997%29,july,0.126
Hurricane_Danny_%281997%29,gulf,0.124
Hurricane_Danny_%281997%29,louisiana,0.107
Hurricane_Danny_%281997%29,season,0.102
Hurricane_David,hurricane,0.594
Hurricane_David,david,0.378
Hurricane_David,storm,0.231
Hurricane_David,winds,0.185
Hurricane_David,dominica,0.183
Hurricane_David,mph,0.18
Hurricane_David,landfall,0.18
Hurricane_David,damage,0.166
Hurricane_David,rainfall,0.126
Hurricane_David,florida,0.119
Hurricane_Dennis,hurricane,0.572
Hurricane_Dennis,dennis,0.532
Hurricane_Dennis,storm,0.299
Hurricane_Dennis,cuba,0.174
Hurricane_Dennis,florida,0.158
Hurricane_Dennis,landfall,0.157
Hurricane_Dennis,july,0.127
Hurricane_Dennis,category,0.112
Hurricane_Dennis,mph,0.112
Hurricane_Dennis,jamaica,0.104
Hurricane_Edouard_%281996%29,hurricane,0.64
Hurricane_Edouard_%281996%29,storm,0.327
Hurricane_Edouard_%281996%29,mph,0.235
Hurricane_Edouard_%281996%29,winds,0.207
Hurricane_Edouard_%281996%29,km,0.18
Hurricane_Edouard_%281996%29,cape,0.17
Hurricane_Edouard_%281996%29,waves,0.157
Hurricane_Edouard_%281996%29,massachusetts,0.13
Hurricane_Edouard_%281996%29,cod,0.124
Hurricane_Edouard_%281996%29,tropical,0.119
Hurricane_Epsilon_%282005%29,hurricane,0.795
Hurricane_Epsilon_%282005%29,storm,0.333
Hurricane_Epsilon_%282005%29,tropical,0.245
Hurricane_Epsilon_%282005%29,december,0.191
Hurricane_Epsilon_%282005%29,atlantic,0.14
Hurricane_Epsilon_%282005%29,weakened,0.11
Hurricane_Epsilon_%282005%29,extratropical,0.099
Hurricane_Epsilon_%282005%29,forecasts,0.096
Hurricane_Epsilon_%282005%29,strengthened,0.073
Hurricane_Epsilon_%282005%29,strength,0.067
Hurricane_Felix_%281995%29,felix,0.53
Hurricane_Felix_%281995%29,hurricane,0.525
Hurricane_Felix_%281995%29,carolina,0.24
Hurricane_Felix_%281995%29,storm,0.197
Hurricane_Felix_%281995%29,bermuda,0.149
Hurricane_Felix_%281995%29,caused,0.124
Hurricane_Felix_%281995%29,usd,0.12
Hurricane_Felix_%281995%29,winds,0.12
Hurricane_Felix_%281995%29,landfall,0.109
Hurricane_Felix_%281995%29,beach,0.106
Hurricane_Floyd,floyd,0.543
Hurricane_Floyd,hurricane,0.524
Hurricane_Floyd,storm,0.258
Hurricane_Floyd,carolina,0.245
Hurricane_Floyd,flooding,0.174
Hurricane_Floyd,damage,0.141
Hurricane_Floyd,winds,0.124
Hurricane_Floyd,flood,0.123
Hurricane_Floyd,north,0.108
Hurricane_Floyd,landfall,0.101
Hurricane_Georges,georges,0.564
Hurricane_Georges,hurricane,0.485
Hurricane_Georges,damage,0.205
Hurricane_Georges,storm,0.204
Hurricane_Georges,usd,0.193
Hurricane_Georges,winds,0.152
Hurricane_Georges,landfall,0.143
Hurricane_Georges,rainfall,0.133
Hurricane_Georges,flooding,0.112
Hurricane_Georges,rico,0.106
Hurricane_Gloria,gloria,0.65
Hurricane_Gloria,hurricane,0.473
Hurricane_Gloria,storm,0.212
Hurricane_Gloria,winds,0.191
Hurricane_Gloria,mph,0.145
Hurricane_Gloria,connecticut,0.141
Hurricane_Gloria,island,0.115
Hurricane_Gloria,km,0.102
Hurricane_Gloria,atlantic,0.101
Hurricane_Gloria,damage,0.1
Hurricane_Ivan,ivan,0.682
Hurricane_Ivan,hurricane,0.45
Hurricane_Ivan,storm,0.185
Hurricane_Ivan,damage,0.139
Hurricane_Ivan,grenada,0.138
Hurricane_Ivan,category,0.122
Hurricane_Ivan,september,0.118
Hurricane_Ivan,hpa,0.113
Hurricane_Ivan,mbar,0.112
Hurricane_Ivan,alabama,0.111
Hurricane_John_%281994%29,hurricane,0.526
Hurricane_John_%281994%29,john,0.393
Hurricane_John_%281994%29,pacific,0.35
Hurricane_John_%281994%29,tropical,0.206
Hurricane_John_%281994%29,atoll,0.173
Hurricane_John_%281994%29,johnston,0.168
Hurricane_John_%281994%29,typhoon,0.16
Hurricane_John_%281994%29,category,0.156
Hurricane_John_%281994%29,storm,0.151
Hurricane_John_%281994%29,km,0.13
Hurricane_John_%282006%29,hurricane,0.582
Hurricane_John_%282006%29,rainfall,0.296
Hurricane_John_%282006%29,storm,0.237
Hurricane_John_%282006%29,john,0.225
Hurricane_John_%282006%29,mexico,0.22
Hurricane_John_%282006%29,california,0.209
Hurricane_John_%282006%29,moisture,0.133
Hurricane_John_%282006%29,august,0.117
Hurricane_John_%282006%29,km,0.115
Hurricane_John_%282006%29,mph,0.11
Hurricane_Katrina,katrina,0.55
Hurricane_Katrina,hurricane,0.401
Hurricane_Katrina,storm,0.304
Hurricane_Katrina,orleans,0.28
Hurricane_Katrina,louisiana,0.203
Hurricane_Katrina,mississippi,0.197
Hurricane_Katrina,surge,0.154
Hurricane_Katrina,florida,0.12
Hurricane_Katrina,august,0.11
Hurricane_Katrina,landfall,0.107
Hurricane_Lenny,hurricane,0.733
Hurricane_Lenny,islands,0.206
Hurricane_Lenny,storm,0.188
Hurricane_Lenny,damage,0.159
Hurricane_Lenny,category,0.146
Hurricane_Lenny,november,0.145
Hurricane_Lenny,atlantic,0.143
Hurricane_Lenny,saint,0.126
Hurricane_Lenny,caribbean,0.124
Hurricane_Lenny,winds,0.101
Hurricane_Marty_%282003%29,hurricane,0.501
Hurricane_Marty_%282003%29,california,0.369
Hurricane_Marty_%282003%29,storm,0.354
Hurricane_Marty_%282003%29,peninsula,0.203
Hurricane_Marty_%282003%29,tropical,0.18
Hurricane_Marty_%282003%29,september,0.158
Hurricane_Marty_%282003%29,sur,0.155
Hurricane_Marty_%282003%29,rain,0.143
Hurricane_Marty_%282003%29,rainfall,0.134
Hurricane_Marty_%282003%29,gulf,0.128
Hurricane_Mitch,hurricane,0.619
Hurricane_Mitch,usd,0.34
Hurricane_Mitch,storm,0.218
Hurricane_Mitch,flooding,0.201
Hurricane_Mitch,honduras,0.171
Hurricane_Mitch,rainfall,0.152
Hurricane_Mitch,damage,0.133
Hurricane_Mitch,mbar,0.129
Hurricane_Mitch,million,0.125
Hurricane_Mitch,damaged,0.121
Hurricane_Philippe_%282005%29,philippe,0.745
Hurricane_Philippe_%282005%29,hurricane,0.406
Hurricane_Philippe_%282005%29,storm,0.241
Hurricane_Philippe_%282005%29,tropical,0.218
Hurricane_Philippe_%282005%29,september,0.179
Hurricane_Philippe_%282005%29,shear,0.102
Hurricane_Philippe_%282005%29,season,0.096
Hurricane_Philippe_%282005%29,atlantic,0.084
Hurricane_Philippe_%282005%29,antilles,0.083
Hurricane_Philippe_%282005%29,depression,0.079
Hurricane_Vince_%282005%29,hurricane,0.607
Hurricane_Vince_%282005%29,storm,0.427
Hurricane_Vince_%282005%29,tropical,0.406
Hurricane_Vince_%282005%29,subtropical,0.205
Hurricane_Vince_%282005%29,october,0.168
Hurricane_Vince_%282005%29,cyclone,0.146
Hurricane_Vince_%282005%29,season,0.145
Hurricane_Vince_%282005%29,atlantic,0.12
Hurricane_Vince_%282005%29,spain,0.096
Hurricane_Vince_%282005%29,landfall,0.088
Husein_Grada%C5%A1%C4%8Devi%C4%87,bosnia,0.514
Husein_Grada%C5%A1%C4%8Devi%C4%87,bosnian,0.474
Husein_Grada%C5%A1%C4%8Devi%C4%87,sarajevo,0.37
Husein_Grada%C5%A1%C4%8Devi%C4%87,ottoman,0.211
Husein_Grada%C5%A1%C4%8Devi%C4%87,sultan,0.19
Husein_Grada%C5%A1%C4%8Devi%C4%87,herzegovina,0.149
Husein_Grada%C5%A1%C4%8Devi%C4%87,army,0.147
Husein_Grada%C5%A1%C4%8Devi%C4%87,autonomy,0.131
Husein_Grada%C5%A1%C4%8Devi%C4%87,grand,0.078
Husein_Grada%C5%A1%C4%8Devi%C4%87,movement,0.074
Hutu,hutu,0.76
Hutu,tutsi,0.5
Hutu,burundi,0.19
Hutu,rwanda,0.183
Hutu,rwandan,0.143
Hutu,belgian,0.067
Hutu,groups,0.063
Hutu,thousands,0.059
Hutu,kingdoms,0.056
Hutu,ethnic,0.046
Hyde_Park%2C_London,hyde,0.687
Hyde_Park%2C_London,park,0.578
Hyde_Park%2C_London,entrance,0.104
Hyde_Park%2C_London,corner,0.089
Hyde_Park%2C_London,mr,0.086
Hyde_Park%2C_London,london,0.082
Hyde_Park%2C_London,crystal,0.073
Hyde_Park%2C_London,lodge,0.07
Hyde_Park%2C_London,attendance,0.065
Hyde_Park%2C_London,columns,0.063
Hydrochloric_acid,acid,0.643
Hydrochloric_acid,hydrochloric,0.627
Hydrochloric_acid,chloride,0.212
Hydrochloric_acid,hydrogen,0.13
Hydrochloric_acid,production,0.091
Hydrochloric_acid,gas,0.089
Hydrochloric_acid,chemical,0.084
Hydrochloric_acid,cl,0.079
Hydrochloric_acid,compounds,0.073
Hydrochloric_acid,water,0.065
Hydrogen,hydrogen,0.825
Hydrogen,proton,0.191
Hydrogen,gas,0.168
Hydrogen,compounds,0.165
Hydrogen,atom,0.11
Hydrogen,energy,0.106
Hydrogen,electron,0.09
Hydrogen,quantum,0.088
Hydrogen,atomic,0.079
Hydrogen,chemical,0.074
Hydrogen_peroxide,peroxide,0.851
Hydrogen_peroxide,hydrogen,0.44
Hydrogen_peroxide,oxygen,0.104
Hydrogen_peroxide,concentration,0.065
Hydrogen_peroxide,acid,0.064
Hydrogen_peroxide,sulfide,0.062
Hydrogen_peroxide,fe,0.062
Hydrogen_peroxide,concentrations,0.044
Hydrogen_peroxide,agent,0.042
Hydrogen_peroxide,chemical,0.039
Hydrology,water,0.374
Hydrology,models,0.355
Hydrology,cycle,0.196
Hydrology,designing,0.178
Hydrology,processes,0.169
Hydrology,flow,0.165
Hydrology,surface,0.153
Hydrology,environmental,0.145
Hydrology,evaporation,0.145
Hydrology,earth,0.145
Hyena,prey,0.405
Hyena,clan,0.383
Hyena,clans,0.265
Hyena,lions,0.262
Hyena,hunting,0.228
Hyena,cubs,0.225
Hyena,spotted,0.181
Hyena,hunt,0.171
Hyena,lion,0.166
Hyena,kill,0.137
Hymenoptera,sex,0.377
Hymenoptera,suborder,0.328
Hymenoptera,eggs,0.195
Hymenoptera,insects,0.194
Hymenoptera,develop,0.193
Hymenoptera,bees,0.191
Hymenoptera,ants,0.19
Hymenoptera,females,0.188
Hymenoptera,chromosomes,0.186
Hymenoptera,larvae,0.17
Hypsilophodon,dinosaurs,0.36
Hypsilophodon,teeth,0.312
Hypsilophodon,cretaceous,0.308
Hypsilophodon,dinosaur,0.256
Hypsilophodon,jaw,0.192
Hypsilophodon,skeleton,0.184
Hypsilophodon,museum,0.144
Hypsilophodon,species,0.129
Hypsilophodon,melbourne,0.123
Hypsilophodon,deer,0.119
IG_Farben_Building,building,0.765
IG_Farben_Building,frankfurt,0.217
IG_Farben_Building,casino,0.179
IG_Farben_Building,headquarters,0.178
IG_Farben_Building,university,0.126
IG_Farben_Building,eisenhower,0.104
IG_Farben_Building,entrance,0.097
IG_Farben_Building,german,0.087
IG_Farben_Building,hans,0.087
IG_Farben_Building,rear,0.076
IPod,ipod,0.863
IPod,apple,0.31
IPod,itunes,0.12
IPod,generation,0.117
IPod,gb,0.115
IPod,battery,0.096
IPod,wheel,0.085
IPod,music,0.082
IPod,audio,0.079
IPod,files,0.061
ITunes,itunes,0.888
ITunes,ipod,0.173
ITunes,apple,0.153
ITunes,music,0.15
ITunes,store,0.123
ITunes,mac,0.109
ITunes,os,0.091
ITunes,files,0.088
ITunes,songs,0.08
ITunes,video,0.076
I_Ching,ching,0.73
I_Ching,yang,0.292
I_Ching,chinese,0.132
I_Ching,texts,0.115
I_Ching,binary,0.112
I_Ching,dynasty,0.112
I_Ching,translation,0.105
I_Ching,book,0.104
I_Ching,confucius,0.103
I_Ching,bce,0.099
I_Want_to_Hold_Your_Hand,beatles,0.71
I_Want_to_Hold_Your_Hand,song,0.3
I_Want_to_Hold_Your_Hand,hold,0.221
I_Want_to_Hold_Your_Hand,mccartney,0.205
I_Want_to_Hold_Your_Hand,hand,0.193
I_Want_to_Hold_Your_Hand,lennon,0.192
I_Want_to_Hold_Your_Hand,charts,0.168
I_Want_to_Hold_Your_Hand,capitol,0.108
I_Want_to_Hold_Your_Hand,single,0.086
